Product_Name,Year_Month,Warehouse_Inventory,Inventory_Cost_Per_Unit,Storage_Cost
Ogio Race Golf Shoes,201506,0,1.92,0
insta-bed Neverflat Air Mattress,201506,0,1.15,0
GolfBuddy VT3 GPS Watch,201506,0,2.32,0
Merrell Women's Grassbow Sport Waterproof Hik,201506,0,0.9,0
Titleist Small Wheeled Travel Cover,201506,0,1.84,0
Polar Loop Activity Tracker,201506,0,0.88,0
Pelican Maverick 100X Kayak,201506,0,0.53,0
Garmin Approach S4 Golf GPS Watch,201506,0,1.67,0
Total Gym 1400,201506,0,1.22,0
Garmin Forerunner 910XT GPS Watch,201506,0,1.42,0
Titleist Club Glove Travel Cover,201506,0,2.24,0
GoPro HERO3+ Black Edition Camera,201506,0,0.12,0
Diamondback Boys' Insight 24 Performance Hybr,201506,0,2.13,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201506,0,0.72,0
Stiga Master Series ST3100 Competition Indoor,201506,0,1.77,0
SOLE E35 Elliptical,201506,31,0.5,15.54
Bushnell Pro X7 Jolt Slope Rangefinder,201506,16,1.21,19.3
SOLE E25 Elliptical,201506,34,0.32,10.79
Bowflex SelectTech 1090 Dumbbells,201506,26,0.19,4.81
Perfect Fitness Perfect Rip Deck,201505,624,0.73,454.92
Nike Men's Dri-FIT Victory Golf Polo,201505,65,2.25,146.01
O'Brien Men's Neoprene Life Vest,201505,399,1.97,787.16
Nike Men's Free 5.0+ Running Shoe,201505,252,1.61,406.84
Under Armour Girls' Toddler Spine Surge Runni,201505,43,1.49,63.88
Nike Men's CJ Elite 2 TD Football Cleat,201505,161,1.21,194.11
Field & Stream Sportsman 16 Gun Fire Safe,201505,68,2.17,147.37
Pelican Sunstream 100 Kayak,201505,35,2.18,76.31
Diamondback Women's Serene Classic Comfort Bi,201505,59,0.73,43.15
ENO Atlas Hammock Straps,201505,10,0.44,4.35
Nike Men's Comfort 2 Slide,201505,9,1.65,14.88
adidas Youth Germany Black/Red Away Match Soc,201505,0,2.24,0
Team Golf St. Louis Cardinals Putter Grip,201505,0,1.61,0
LIJA Women's Eyelet Sleeveless Golf Polo,201505,1,1.64,1.64
adidas Men's F10 Messi TRX FG Soccer Cleat,201505,5,0.16,0.81
Glove It Women's Imperial Golf Glove,201505,5,1.92,9.58
Glove It Imperial Golf Towel,201505,6,1.43,8.57
Bridgestone e6 Straight Distance NFL Carolina,201505,0,1.88,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201505,9,0.34,3.02
Columbia Men's PFG Anchor Tough T-Shirt,201505,0,1.83,0
Under Armour Women's Ignite Slide,201505,2,1.57,3.13
Team Golf Tennessee Volunteers Putter Grip,201505,0,2.08,0
Titleist Pro V1x High Numbers Personalized Go,201505,3,2.17,6.51
Nike Men's Deutschland Weltmeister Winners Bl,201505,0,0.44,0
Bridgestone e6 Straight Distance NFL San Dieg,201505,3,1.3,3.9
Nike Women's Tempo Shorts,201505,0,1.05,0
Team Golf Texas Longhorns Putter Grip,201505,5,1.02,5.1
Hirzl Women's Soffft Flex Golf Glove,201505,18,2.02,36.43
Clicgear 8.0 Shoe Brush,201505,15,2.31,34.61
Hirzl Women's Hybrid Golf Glove,201505,0,1.77,0
Team Golf Pittsburgh Steelers Putter Grip,201505,2,1.76,3.52
Top Flite Women's 2017 XL Hybrid,201505,10,1.84,18.41
Glove It Urban Brick Golf Towel,201505,1,1.33,1.33
Nike Dri-FIT Crew Sock 6 Pack,201505,1,0.33,0.33
TYR Boys' Team Digi Jammer,201505,1,0.7,0.7
Team Golf San Francisco Giants Putter Grip,201505,2,1.96,3.93
Clicgear Rovic Cooler Bag,201505,5,2.09,10.47
Hirzl Men's Hybrid Golf Glove,201505,0,1.21,0
Titleist Pro V1x Golf Balls,201505,7,0.75,5.25
adidas Men's Germany Black Crest Away Tee,201505,0,2.18,0
Titleist Pro V1 High Numbers Personalized Gol,201505,9,1.93,17.41
Under Armour Women's Micro G Skulpt Running S,201505,0,0.63,0
Under Armour Hustle Storm Medium Duffle Bag,201505,6,2.2,13.2
Under Armour Women's Ignite PIP VI Slide,201505,2,0.74,1.49
Bag Boy Beverage Holder,201505,2,0.31,0.63
Under Armour Men's Tech II T-Shirt,201505,4,1.03,4.13
Team Golf New England Patriots Putter Grip,201505,17,0.12,1.98
Under Armour Men's Compression EV SL Slide,201505,0,0.74,0
Bridgestone e6 Straight Distance NFL Tennesse,201505,2,1.32,2.64
Glove It Women's Mod Oval Golf Glove,201505,6,0.36,2.16
Titleist Pro V1x High Numbers Golf Balls,201505,0,0.23,0
Nike Women's Legend V-Neck T-Shirt,201505,22,1.57,34.47
Under Armour Kids' Mercenary Slide,201505,0,0.29,0
adidas Kids' F5 Messi FG Soccer Cleat,201505,3,1.96,5.89
Children's heaters,201505,0,0.65,0
Web Camera,201505,0,1.59,0
Dell Laptop,201505,24,1.93,46.26
Porcelain crafts,201505,0,1.27,0
Sports Books,201505,0,1.27,0
DVDs,201505,0,0.57,0
Industrial consumer electronics,201505,0,1.73,0
Fighting video games,201505,0,2.24,0
Summer dresses,201505,0,1.44,0
Lawn mower,201505,0,0.73,0
Adult dog supplies,201505,0,1.29,0
Rock music,201505,0,1.91,0
Elevation Training Mask 2.0,201505,0,0.34,0
LIJA Women's Mid-Length Panel Golf Shorts,201505,0,0.54,0
Toys,201505,0,2.3,0
Brooks Women's Ghost 6 Running Shoe,201505,0,0.81,0
Bag Boy M330 Push Cart,201505,0,0.9,0
Merrell Women's Grassbow Sport Hiking Shoe,201505,0,1.43,0
Nike Men's Free TR 5.0 TB Training Shoe,201505,0,0.67,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201505,0,1.72,0
First aid kit,201505,0,1.23,0
CDs of rock,201505,0,0.96,0
Polar FT4 Heart Rate Monitor,201505,0,1.62,0
LIJA Women's Argyle Golf Polo,201505,0,1.83,0
TaylorMade White Smoke IN-12 Putter,201505,0,0.87,0
Fitbit The One Wireless Activity & Sleep Trac,201505,0,0.51,0
Nike Kids' Grade School KD VI Basketball Shoe,201505,0,1.25,0
The North Face Women's Recon Backpack,201505,0,1.37,0
Smart watch,201505,0,2.33,0
Baby sweater,201505,0,1.43,0
MDGolf Pittsburgh Penguins Putter,201505,0,2.06,0
Men's gala suit,201505,0,2.13,0
Merrell Men's All Out Flash Trail Running Sho,201505,0,2.21,0
Garmin Approach S3 Golf GPS Watch,201505,0,1.1,0
LIJA Women's Button Golf Dress,201505,0,1.19,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201505,0,1.81,0
Merrell Women's Siren Mid Waterproof Hiking B,201505,0,1.12,0
TaylorMade Women's RBZ SL Rescue,201505,0,1.54,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201505,0,0.38,0
TaylorMade 2017 Purelite Stand Bag,201505,0,0.44,0
Cleveland Golf Collegiate My Custom Wedge 588,201505,0,1.3,0
adidas Brazuca 2017 Official Match Ball,201505,0,1.74,0
Nike Men's Fingertrap Max Training Shoe,201505,0,1.04,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201505,0,0.38,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201505,0,1.15,0
Ogio Race Golf Shoes,201505,0,1.52,0
insta-bed Neverflat Air Mattress,201505,0,2,0
GolfBuddy VT3 GPS Watch,201505,0,0.61,0
Merrell Women's Grassbow Sport Waterproof Hik,201505,0,0.19,0
Titleist Small Wheeled Travel Cover,201505,2,0.47,0.95
Polar Loop Activity Tracker,201505,0,1.43,0
Pelican Maverick 100X Kayak,201505,0,0.76,0
Garmin Approach S4 Golf GPS Watch,201505,0,0.26,0
Total Gym 1400,201505,0,0.6,0
Garmin Forerunner 910XT GPS Watch,201505,0,1.35,0
Titleist Club Glove Travel Cover,201505,0,1.02,0
GoPro HERO3+ Black Edition Camera,201505,0,2.28,0
Diamondback Boys' Insight 24 Performance Hybr,201505,0,1.29,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201505,0,0.64,0
Stiga Master Series ST3100 Competition Indoor,201505,0,0.38,0
SOLE E35 Elliptical,201505,12,0.93,11.12
Bushnell Pro X7 Jolt Slope Rangefinder,201505,10,1.07,10.69
SOLE E25 Elliptical,201505,1,1.66,1.66
Bowflex SelectTech 1090 Dumbbells,201505,37,0.94,34.78
Perfect Fitness Perfect Rip Deck,201504,633,1.23,777.8
Nike Men's Dri-FIT Victory Golf Polo,201504,625,0.51,317.75
O'Brien Men's Neoprene Life Vest,201504,116,1.17,135.62
Nike Men's Free 5.0+ Running Shoe,201504,280,0.32,88.9
Under Armour Girls' Toddler Spine Surge Runni,201504,217,0.99,215.65
Nike Men's CJ Elite 2 TD Football Cleat,201504,98,1.22,119.16
Field & Stream Sportsman 16 Gun Fire Safe,201504,73,0.7,50.93
Pelican Sunstream 100 Kayak,201504,100,0.63,62.62
Diamondback Women's Serene Classic Comfort Bi,201504,72,1.2,86.35
ENO Atlas Hammock Straps,201504,2,1.87,3.74
Nike Men's Comfort 2 Slide,201504,5,0.31,1.54
adidas Youth Germany Black/Red Away Match Soc,201504,0,1.17,0
Team Golf St. Louis Cardinals Putter Grip,201504,9,0.35,3.19
LIJA Women's Eyelet Sleeveless Golf Polo,201504,5,1.88,9.39
adidas Men's F10 Messi TRX FG Soccer Cleat,201504,3,0.54,1.61
Glove It Women's Imperial Golf Glove,201504,2,1.38,2.77
Glove It Imperial Golf Towel,201504,10,2.06,20.58
Bridgestone e6 Straight Distance NFL Carolina,201504,13,0.15,1.92
Glove It Women's Mod Oval 3-Zip Carry All Gol,201504,12,2.17,26.02
Columbia Men's PFG Anchor Tough T-Shirt,201504,0,1.04,0
Under Armour Women's Ignite Slide,201504,14,0.91,12.68
Team Golf Tennessee Volunteers Putter Grip,201504,0,0.24,0
Titleist Pro V1x High Numbers Personalized Go,201504,0,1.92,0
Nike Men's Deutschland Weltmeister Winners Bl,201504,0,1.89,0
Bridgestone e6 Straight Distance NFL San Dieg,201504,4,1.64,6.54
Nike Women's Tempo Shorts,201504,5,1.05,5.26
Team Golf Texas Longhorns Putter Grip,201504,1,1.9,1.9
Hirzl Women's Soffft Flex Golf Glove,201504,3,1,3
Clicgear 8.0 Shoe Brush,201504,16,1.36,21.77
Hirzl Women's Hybrid Golf Glove,201504,5,2.13,10.64
Team Golf Pittsburgh Steelers Putter Grip,201504,25,1.05,26.23
Top Flite Women's 2017 XL Hybrid,201504,4,2,7.99
Glove It Urban Brick Golf Towel,201504,13,0.78,10.17
Nike Dri-FIT Crew Sock 6 Pack,201504,0,1.66,0
TYR Boys' Team Digi Jammer,201504,0,1.18,0
Team Golf San Francisco Giants Putter Grip,201504,0,1.51,0
Clicgear Rovic Cooler Bag,201504,2,1.76,3.51
Hirzl Men's Hybrid Golf Glove,201504,0,2.07,0
Titleist Pro V1x Golf Balls,201504,0,1.43,0
adidas Men's Germany Black Crest Away Tee,201504,12,0.57,6.78
Titleist Pro V1 High Numbers Personalized Gol,201504,0,1.53,0
Under Armour Women's Micro G Skulpt Running S,201504,3,2.12,6.37
Under Armour Hustle Storm Medium Duffle Bag,201504,15,2.22,33.36
Under Armour Women's Ignite PIP VI Slide,201504,7,1.45,10.16
Bag Boy Beverage Holder,201504,9,1.36,12.26
Under Armour Men's Tech II T-Shirt,201504,7,0.92,6.45
Team Golf New England Patriots Putter Grip,201504,12,0.13,1.52
Under Armour Men's Compression EV SL Slide,201504,0,1.76,0
Bridgestone e6 Straight Distance NFL Tennesse,201504,10,0.16,1.61
Glove It Women's Mod Oval Golf Glove,201504,0,2.16,0
Titleist Pro V1x High Numbers Golf Balls,201504,1,0.99,0.99
Nike Women's Legend V-Neck T-Shirt,201504,6,1.89,11.31
Under Armour Kids' Mercenary Slide,201504,0,1.38,0
adidas Kids' F5 Messi FG Soccer Cleat,201504,0,1.16,0
Children's heaters,201504,0,1.22,0
Web Camera,201504,0,0.87,0
Dell Laptop,201504,1,1.08,1.08
Porcelain crafts,201504,0,1.63,0
Sports Books,201504,0,2.31,0
DVDs,201504,0,0.51,0
Industrial consumer electronics,201504,0,1.96,0
Fighting video games,201504,0,0.83,0
Summer dresses,201504,0,0.7,0
Lawn mower,201504,0,0.58,0
Adult dog supplies,201504,0,1.28,0
Rock music,201504,0,1.25,0
Elevation Training Mask 2.0,201504,0,1.74,0
LIJA Women's Mid-Length Panel Golf Shorts,201504,0,0.48,0
Toys,201504,0,0.42,0
Brooks Women's Ghost 6 Running Shoe,201504,0,0.73,0
Bag Boy M330 Push Cart,201504,0,1.73,0
Merrell Women's Grassbow Sport Hiking Shoe,201504,0,1.39,0
Nike Men's Free TR 5.0 TB Training Shoe,201504,0,2.34,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201504,0,1.61,0
First aid kit,201504,0,1.11,0
CDs of rock,201504,0,0.55,0
Polar FT4 Heart Rate Monitor,201504,0,0.36,0
LIJA Women's Argyle Golf Polo,201504,0,1.66,0
TaylorMade White Smoke IN-12 Putter,201504,0,1.88,0
Fitbit The One Wireless Activity & Sleep Trac,201504,0,0.19,0
Nike Kids' Grade School KD VI Basketball Shoe,201504,0,2.33,0
The North Face Women's Recon Backpack,201504,0,1.9,0
Smart watch,201504,0,1.61,0
Baby sweater,201504,0,0.2,0
MDGolf Pittsburgh Penguins Putter,201504,0,1.05,0
Men's gala suit,201504,0,0.69,0
Merrell Men's All Out Flash Trail Running Sho,201504,0,1.99,0
Garmin Approach S3 Golf GPS Watch,201504,0,0.51,0
LIJA Women's Button Golf Dress,201504,0,0.44,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201504,0,2.34,0
Merrell Women's Siren Mid Waterproof Hiking B,201504,0,0.91,0
TaylorMade Women's RBZ SL Rescue,201504,0,0.62,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201504,0,1.72,0
TaylorMade 2017 Purelite Stand Bag,201504,0,0.39,0
Cleveland Golf Collegiate My Custom Wedge 588,201504,0,0.79,0
adidas Brazuca 2017 Official Match Ball,201504,0,0.46,0
Nike Men's Fingertrap Max Training Shoe,201504,0,1.62,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201504,0,0.2,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201504,0,2.15,0
Ogio Race Golf Shoes,201504,0,0.14,0
insta-bed Neverflat Air Mattress,201504,0,0.94,0
GolfBuddy VT3 GPS Watch,201504,0,0.47,0
Merrell Women's Grassbow Sport Waterproof Hik,201504,0,0.47,0
Titleist Small Wheeled Travel Cover,201504,0,0.5,0
Polar Loop Activity Tracker,201504,0,1.57,0
Pelican Maverick 100X Kayak,201504,0,0.43,0
Garmin Approach S4 Golf GPS Watch,201504,0,2.22,0
Total Gym 1400,201504,0,0.85,0
Garmin Forerunner 910XT GPS Watch,201504,0,0.45,0
Titleist Club Glove Travel Cover,201504,0,2.3,0
GoPro HERO3+ Black Edition Camera,201504,0,2.18,0
Diamondback Boys' Insight 24 Performance Hybr,201504,0,1.63,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201504,0,1.53,0
Stiga Master Series ST3100 Competition Indoor,201504,0,1.29,0
SOLE E35 Elliptical,201504,17,1.93,32.89
Bushnell Pro X7 Jolt Slope Rangefinder,201504,36,1.63,58.62
SOLE E25 Elliptical,201504,20,0.43,8.55
Bowflex SelectTech 1090 Dumbbells,201504,17,1.57,26.62
Perfect Fitness Perfect Rip Deck,201503,542,1.46,789.2
Nike Men's Dri-FIT Victory Golf Polo,201503,11,1.85,20.35
O'Brien Men's Neoprene Life Vest,201503,589,1.65,971.9
Nike Men's Free 5.0+ Running Shoe,201503,190,1.69,321.89
Under Armour Girls' Toddler Spine Surge Runni,201503,84,1.18,98.74
Nike Men's CJ Elite 2 TD Football Cleat,201503,169,2.21,373.07
Field & Stream Sportsman 16 Gun Fire Safe,201503,153,1.43,218.69
Pelican Sunstream 100 Kayak,201503,42,1.1,46.09
Diamondback Women's Serene Classic Comfort Bi,201503,97,0.77,74.95
ENO Atlas Hammock Straps,201503,2,0.38,0.75
Nike Men's Comfort 2 Slide,201503,9,0.21,1.91
adidas Youth Germany Black/Red Away Match Soc,201503,4,0.26,1.06
Team Golf St. Louis Cardinals Putter Grip,201503,0,0.47,0
LIJA Women's Eyelet Sleeveless Golf Polo,201503,3,1.5,4.51
adidas Men's F10 Messi TRX FG Soccer Cleat,201503,4,1,4
Glove It Women's Imperial Golf Glove,201503,10,1.86,18.59
Glove It Imperial Golf Towel,201503,2,0.39,0.79
Bridgestone e6 Straight Distance NFL Carolina,201503,10,1.94,19.36
Glove It Women's Mod Oval 3-Zip Carry All Gol,201503,38,2.33,88.68
Columbia Men's PFG Anchor Tough T-Shirt,201503,0,1.74,0
Under Armour Women's Ignite Slide,201503,8,0.82,6.56
Team Golf Tennessee Volunteers Putter Grip,201503,2,1.89,3.79
Titleist Pro V1x High Numbers Personalized Go,201503,0,1.4,0
Nike Men's Deutschland Weltmeister Winners Bl,201503,7,0.13,0.93
Bridgestone e6 Straight Distance NFL San Dieg,201503,17,1.44,24.49
Nike Women's Tempo Shorts,201503,7,2.03,14.19
Team Golf Texas Longhorns Putter Grip,201503,1,2.12,2.12
Hirzl Women's Soffft Flex Golf Glove,201503,6,1.11,6.68
Clicgear 8.0 Shoe Brush,201503,0,0.39,0
Hirzl Women's Hybrid Golf Glove,201503,0,1.5,0
Team Golf Pittsburgh Steelers Putter Grip,201503,1,1.53,1.53
Top Flite Women's 2017 XL Hybrid,201503,5,0.11,0.55
Glove It Urban Brick Golf Towel,201503,4,0.23,0.9
Nike Dri-FIT Crew Sock 6 Pack,201503,11,1.12,12.29
TYR Boys' Team Digi Jammer,201503,0,0.51,0
Team Golf San Francisco Giants Putter Grip,201503,0,1.81,0
Clicgear Rovic Cooler Bag,201503,1,0.19,0.19
Hirzl Men's Hybrid Golf Glove,201503,5,2.27,11.33
Titleist Pro V1x Golf Balls,201503,7,1.68,11.76
adidas Men's Germany Black Crest Away Tee,201503,3,0.11,0.33
Titleist Pro V1 High Numbers Personalized Gol,201503,0,0.66,0
Under Armour Women's Micro G Skulpt Running S,201503,2,2.16,4.32
Under Armour Hustle Storm Medium Duffle Bag,201503,2,1.09,2.18
Under Armour Women's Ignite PIP VI Slide,201503,1,0.85,0.85
Bag Boy Beverage Holder,201503,26,0.25,6.48
Under Armour Men's Tech II T-Shirt,201503,1,0.33,0.33
Team Golf New England Patriots Putter Grip,201503,17,1.69,28.77
Under Armour Men's Compression EV SL Slide,201503,1,1.54,1.54
Bridgestone e6 Straight Distance NFL Tennesse,201503,8,1.96,15.71
Glove It Women's Mod Oval Golf Glove,201503,12,1.17,14.06
Titleist Pro V1x High Numbers Golf Balls,201503,2,1.22,2.43
Nike Women's Legend V-Neck T-Shirt,201503,0,0.73,0
Under Armour Kids' Mercenary Slide,201503,15,2.33,34.97
adidas Kids' F5 Messi FG Soccer Cleat,201503,5,1.84,9.21
Children's heaters,201503,0,0.41,0
Web Camera,201503,0,2.3,0
Dell Laptop,201503,4,0.44,1.78
Porcelain crafts,201503,0,1.39,0
Sports Books,201503,0,1.95,0
DVDs,201503,0,0.36,0
Industrial consumer electronics,201503,0,1.06,0
Fighting video games,201503,0,2.18,0
Summer dresses,201503,0,1.06,0
Lawn mower,201503,0,0.4,0
Adult dog supplies,201503,0,1.2,0
Rock music,201503,0,0.33,0
Elevation Training Mask 2.0,201503,0,1.38,0
LIJA Women's Mid-Length Panel Golf Shorts,201503,0,0.77,0
Toys,201503,0,0.19,0
Brooks Women's Ghost 6 Running Shoe,201503,0,1.13,0
Bag Boy M330 Push Cart,201503,0,1.56,0
Merrell Women's Grassbow Sport Hiking Shoe,201503,0,1.74,0
Nike Men's Free TR 5.0 TB Training Shoe,201503,0,0.18,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201503,0,0.94,0
First aid kit,201503,0,1.67,0
CDs of rock,201503,0,0.68,0
Polar FT4 Heart Rate Monitor,201503,0,1.15,0
LIJA Women's Argyle Golf Polo,201503,0,1.31,0
TaylorMade White Smoke IN-12 Putter,201503,0,1.72,0
Fitbit The One Wireless Activity & Sleep Trac,201503,0,0.39,0
Nike Kids' Grade School KD VI Basketball Shoe,201503,0,0.2,0
The North Face Women's Recon Backpack,201503,0,1.61,0
Smart watch,201503,0,1.22,0
Baby sweater,201503,0,1.08,0
MDGolf Pittsburgh Penguins Putter,201503,0,0.84,0
Men's gala suit,201503,0,0.74,0
Merrell Men's All Out Flash Trail Running Sho,201503,0,0.61,0
Garmin Approach S3 Golf GPS Watch,201503,0,0.48,0
LIJA Women's Button Golf Dress,201503,0,1.79,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201503,0,1.89,0
Merrell Women's Siren Mid Waterproof Hiking B,201503,0,0.53,0
TaylorMade Women's RBZ SL Rescue,201503,0,0.79,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201503,0,0.51,0
TaylorMade 2017 Purelite Stand Bag,201503,0,2.1,0
Cleveland Golf Collegiate My Custom Wedge 588,201503,0,0.38,0
adidas Brazuca 2017 Official Match Ball,201503,0,0.15,0
Nike Men's Fingertrap Max Training Shoe,201503,0,1.21,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201503,0,0.33,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201503,0,2.24,0
Ogio Race Golf Shoes,201503,0,0.3,0
insta-bed Neverflat Air Mattress,201503,0,1.55,0
GolfBuddy VT3 GPS Watch,201503,0,2.15,0
Merrell Women's Grassbow Sport Waterproof Hik,201503,0,1.5,0
Titleist Small Wheeled Travel Cover,201503,0,0.41,0
Polar Loop Activity Tracker,201503,0,0.3,0
Pelican Maverick 100X Kayak,201503,0,2.29,0
Garmin Approach S4 Golf GPS Watch,201503,0,0.16,0
Total Gym 1400,201503,0,0.49,0
Garmin Forerunner 910XT GPS Watch,201503,0,0.38,0
Titleist Club Glove Travel Cover,201503,0,0.6,0
GoPro HERO3+ Black Edition Camera,201503,0,1.87,0
Diamondback Boys' Insight 24 Performance Hybr,201503,0,1.14,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201503,0,1.37,0
Stiga Master Series ST3100 Competition Indoor,201503,0,1.33,0
SOLE E35 Elliptical,201503,6,0.91,5.44
Bushnell Pro X7 Jolt Slope Rangefinder,201503,19,0.12,2.3
SOLE E25 Elliptical,201503,31,2.28,70.63
Bowflex SelectTech 1090 Dumbbells,201503,37,1.99,73.75
Perfect Fitness Perfect Rip Deck,201502,675,0.48,325.32
Nike Men's Dri-FIT Victory Golf Polo,201502,497,0.22,107.37
O'Brien Men's Neoprene Life Vest,201502,144,2.34,336.99
Nike Men's Free 5.0+ Running Shoe,201502,97,0.82,80.02
Under Armour Girls' Toddler Spine Surge Runni,201502,155,1.4,217.15
Nike Men's CJ Elite 2 TD Football Cleat,201502,108,0.72,77.45
Field & Stream Sportsman 16 Gun Fire Safe,201502,7,1.68,11.79
Pelican Sunstream 100 Kayak,201502,32,0.13,4.15
Diamondback Women's Serene Classic Comfort Bi,201502,101,1.05,105.69
ENO Atlas Hammock Straps,201502,5,0.73,3.67
Nike Men's Comfort 2 Slide,201502,2,0.99,1.98
adidas Youth Germany Black/Red Away Match Soc,201502,10,2.14,21.38
Team Golf St. Louis Cardinals Putter Grip,201502,6,0.15,0.88
LIJA Women's Eyelet Sleeveless Golf Polo,201502,26,0.4,10.34
adidas Men's F10 Messi TRX FG Soccer Cleat,201502,14,2.1,29.39
Glove It Women's Imperial Golf Glove,201502,22,2.06,45.22
Glove It Imperial Golf Towel,201502,4,2.06,8.25
Bridgestone e6 Straight Distance NFL Carolina,201502,0,0.21,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201502,13,0.99,12.93
Columbia Men's PFG Anchor Tough T-Shirt,201502,10,1.78,17.85
Under Armour Women's Ignite Slide,201502,0,2.28,0
Team Golf Tennessee Volunteers Putter Grip,201502,2,0.55,1.09
Titleist Pro V1x High Numbers Personalized Go,201502,18,1.47,26.49
Nike Men's Deutschland Weltmeister Winners Bl,201502,0,2,0
Bridgestone e6 Straight Distance NFL San Dieg,201502,0,2.13,0
Nike Women's Tempo Shorts,201502,11,0.55,6.05
Team Golf Texas Longhorns Putter Grip,201502,19,0.58,11.09
Hirzl Women's Soffft Flex Golf Glove,201502,3,1.94,5.81
Clicgear 8.0 Shoe Brush,201502,4,1.92,7.67
